Peak_I30_mm/h,PropHM23,dNBR/1000,KF,Response
8.0,0.652231598,0.087698685,0.33,0
9.2,0.709199371,0.256208191,0.24,0
9.2,0.590495796,0.261222199,0.1699257,0
9.2,0.423029175,0.222962524,0.2318898,0
9.2,0.566194763,0.205984985,0.24,0
9.2,0.238090038,0.271593353,0.2399999,0
9.2,0.433811264,0.232115814,0.24,0
20.8,0.47471714,0.243100235,0.1654899,0
8.8,0.47471714,0.243100235,0.1654899,0
9.2,0.47471714,0.243100235,0.1654899,0
9.2,0.529922104,0.250732681,0.2399999,0
9.2,0.678598099,0.219746491,0.24,0
9.2,0.42501194,0.274073059,0.228868,0
9.2,0.509309464,0.215175736,0.2100161,0
20.8,0.509309464,0.215175736,0.2100161,0
8.8,0.509309464,0.215175736,0.2100161,0
15.2,0.509309464,0.215175736,0.2100161,0
9.2,0.277914829,0.226443024,0.24,0
9.2,0.544564629,0.430875977,0.2400001,0
9.2,0.813339691,0.418480682,0.24,0
9.2,0.150495148,0.111505562,0.15,0
20.8,0.150495148,0.111505562,0.15,0
8.8,0.150495148,0.111505562,0.15,0
15.2,0.150495148,0.111505562,0.15,0
9.2,0.177650414,0.174791397,0.15,0
20.8,0.177650414,0.174791397,0.15,0
8.8,0.177650414,0.174791397,0.15,0
15.2,0.177650414,0.174791397,0.15,0
20.8,0.069899225,0.124577499,0.1499999,0
8.8,0.069899225,0.124577499,0.1499999,0
9.2,0.069899225,0.124577499,0.1499999,0
9.2,0.055842156,0.007158207,0.1500001,0
20.8,0.055842156,0.007158207,0.1500001,0
8.8,0.055842156,0.007158207,0.1500001,0
15.2,0.055842156,0.007158207,0.1500001,0
9.2,0.191143608,0.160445908,0.15,0
20.8,0.191143608,0.160445908,0.15,0
8.8,0.191143608,0.160445908,0.15,0
15.2,0.191143608,0.160445908,0.15,0
20.8,0.308686066,0.217683075,0.1571436,0
8.8,0.308686066,0.217683075,0.1571436,0
15.2,0.308686066,0.217683075,0.1571436,0
14.0,0.455157585,0.155421295,0.24,1
6.8,0.379102058,0.193886093,0.1500001,0
6.8,0.385669441,0.193966034,0.1500001,0
20.8,0.057058282,0.071743668,0.1499998,0
8.8,0.057058282,0.071743668,0.1499998,0
15.2,0.057058282,0.071743668,0.1499998,0
20.8,0.057399421,0.071371964,0.1499998,0
8.8,0.057399421,0.071371964,0.1499998,0
15.2,0.057399421,0.071371964,0.1499998,0
4.0,0.530929413,0.211981415,0.1500001,0
5.2,0.530929413,0.211981415,0.1500001,0
4.8,0.530929413,0.211981415,0.1500001,0
4.0,0.565550728,0.21501004,0.15,0
5.2,0.565550728,0.21501004,0.15,0
4.8,0.565550728,0.21501004,0.15,0
14.0,0.672739868,0.201413345,0.2353429,0
9.2,0.966341171,0.436217102,0.24,0
14.0,0.372563515,0.181926178,0.24,0
9.2,0.935706863,0.46669101,0.2399999,0
20.8,0.935706863,0.46669101,0.2399999,0
8.8,0.935706863,0.46669101,0.2399999,0
15.2,0.935706863,0.46669101,0.2399999,0
9.2,0.912002335,0.495499054,0.2399999,0
15.6,0.943480148,0.43439505,0.24,0
11.6,0.943480148,0.43439505,0.24,0
8.4,0.943480148,0.43439505,0.24,0
14.0,0.530089912,0.433594544,0.1499999,0
9.2,0.745163879,0.349370087,0.24,0
9.2,0.818678513,0.372642181,0.24,0
15.6,0.903144836,0.350969818,0.2399999,0
11.6,0.903144836,0.350969818,0.2399999,0
8.4,0.903144836,0.350969818,0.2399999,0
14.0,0.943435211,0.322001526,0.24,0
14.0,0.52360363,0.208086533,0.2399998,1
18.4,0.52360363,0.208086533,0.2399998,1
13.6,0.52360363,0.208086533,0.2399998,0
28.0,0.52360363,0.208086533,0.2399998,1
14.0,0.856051407,0.286749725,0.24,0
14.0,0.700885162,0.38109491,0.24,0
14.0,0.910304031,0.311063141,0.24,0
14.0,0.468814392,0.091928993,0.24,0
14.0,0.235016766,0.075976585,0.2399999,0
14.0,0.858921967,0.347974365,0.2399999,0
28.0,0.858921967,0.347974365,0.2399999,1
10.4,0.413928986,0.376447418,0.15,0
8.4,0.413928986,0.376447418,0.15,0
14.0,0.591626015,0.187827637,0.2400002,0
13.6,0.591626015,0.187827637,0.2400002,0
4.0,0.871899948,0.381584747,0.1617792,0
14.0,0.503583107,0.156382965,0.24,0
14.0,0.871919022,0.259635132,0.24,1
18.4,0.871919022,0.259635132,0.24,1
14.0,0.731163635,0.140223557,0.24,0
14.0,0.923615723,0.333695252,0.24,1
15.6,0.570311165,0.399393982,0.2400001,0
11.6,0.570311165,0.399393982,0.2400001,0
8.4,0.570311165,0.399393982,0.2400001,0
4.0,0.570311165,0.399393982,0.2400001,0
4.0,0.875787125,0.392088989,0.1538033,0
14.0,0.874347763,0.173842865,0.2399999,0
14.0,0.762543869,0.227931366,0.2399999,0
14.0,0.64669899,0.158139587,0.24,0
15.6,0.756488113,0.5010271,0.2400001,0
11.6,0.756488113,0.5010271,0.2400001,0
8.4,0.756488113,0.5010271,0.2400001,0
4.0,0.756488113,0.5010271,0.2400001,0
18.4,0.328874321,0.066602646,0.24,0
13.6,0.328874321,0.066602646,0.24,0
13.6,0.328874321,0.066602646,0.24,0
10.4,0.580701981,0.324196716,0.15,0
8.4,0.580701981,0.324196716,0.15,0
10.4,0.768881836,0.520620056,0.1499999,0
10.4,0.448703346,0.320613556,0.15,0
8.4,0.448703346,0.320613556,0.15,0
15.6,0.611902695,0.30593866,0.24,1
4.0,0.806213913,0.44937616,0.228009,0
15.6,0.73354332,0.353986755,0.2399999,0
11.6,0.73354332,0.353986755,0.2399999,0
8.4,0.73354332,0.353986755,0.2399999,0
4.0,0.73354332,0.353986755,0.2399999,0
14.0,0.97832283,0.289474823,0.24,1
18.4,0.97832283,0.289474823,0.24,1
10.4,0.587922173,0.539200317,0.1500001,0
8.4,0.587922173,0.539200317,0.1500001,0
15.6,0.84356163,0.459069672,0.221223,1
4.0,0.84356163,0.459069672,0.221223,0
15.6,0.860787048,0.458402466,0.2178507,1
4.0,0.750792847,0.384168427,0.24,0
15.6,0.910439377,0.562347046,0.2400001,1
14.0,0.69246788,0.290926025,0.2399999,1
18.4,0.69246788,0.290926025,0.2399999,1
13.6,0.69246788,0.290926025,0.2399999,0
15.6,0.885258713,0.588345764,0.2400001,1
10.4,0.44440876,0.314694946,0.1499999,0
8.4,0.44440876,0.314694946,0.1499999,0
18.4,0.729904861,0.257289856,0.2400002,0
13.6,0.729904861,0.257289856,0.2400002,0
13.6,0.729904861,0.257289856,0.2400002,0
15.6,0.660387955,0.296901367,0.24,1
4.0,0.660387955,0.296901367,0.24,0
4.0,0.703168335,0.379903748,0.24,0
18.4,0.698946152,0.239730499,0.2399999,1
15.6,0.821566467,0.45661084,0.24,1
4.0,0.821566467,0.45661084,0.24,0
15.6,0.868949966,0.505041931,0.24,1
10.4,0.671472397,0.339050781,0.1500001,0
8.4,0.671472397,0.339050781,0.1500001,0
15.6,0.739010544,0.351447479,0.2399999,1
4.0,0.739010544,0.351447479,0.2399999,0
10.4,0.781728287,0.564578125,0.15,0
8.4,0.781728287,0.564578125,0.15,0
14.4,0.469023857,0.139348297,0.239937,0
10.0,0.469023857,0.139348297,0.239937,0
10.4,0.469023857,0.139348297,0.239937,0
14.0,0.857000504,0.448530609,0.2399999,1
18.4,0.857000504,0.448530609,0.2399999,1
13.6,0.857000504,0.448530609,0.2399999,0
28.0,0.857000504,0.448530609,0.2399999,1
4.0,0.193742085,0.497742493,0.2399999,0
10.4,0.651647949,0.282782837,0.15,0
18.4,0.639061394,0.220930222,0.24,1
13.6,0.639061394,0.220930222,0.24,0
10.4,0.670369797,0.523421326,0.15,0
8.4,0.670369797,0.523421326,0.15,0
18.4,0.810640411,0.292116211,0.24,0
13.6,0.810640411,0.292116211,0.24,0
13.6,0.810640411,0.292116211,0.24,0
18.4,0.87149025,0.463782532,0.2399999,1
13.6,0.87149025,0.463782532,0.2399999,0
10.4,0.46598671,0.248839859,0.15,0
8.4,0.46598671,0.248839859,0.15,0
10.4,0.495166779,0.328562805,0.15,0
8.4,0.495166779,0.328562805,0.15,0
18.4,0.70075798,0.251034546,0.2400002,1
8.0,0.424753609,0.251678711,0.24,0
14.0,0.882351913,0.3599104,0.24,1
14.0,0.86065033,0.275713013,0.24,0
18.4,0.86065033,0.275713013,0.24,1
14.0,0.649646606,0.303474365,0.2400001,0
8.0,0.767232056,0.266917847,0.2399999,0
15.6,0.532686958,0.203332825,0.2399999,1
4.0,0.532686958,0.203332825,0.2399999,0
14.0,0.620040169,0.343074097,0.24,0
18.4,0.620040169,0.343074097,0.24,1
14.0,0.968907928,0.401641052,0.2399999,1
10.4,0.266676292,0.304587921,0.1499999,0
8.4,0.266676292,0.304587921,0.1499999,0
14.0,0.743151245,0.277808685,0.24,0
8.0,0.654044724,0.277047821,0.2319753,1
5.2,0.654044724,0.277047821,0.2319753,1
15.6,0.878753052,0.216229492,0.2399999,1
15.6,0.987120743,0.199291519,0.24,1
15.6,0.882786102,0.236435761,0.24,1
10.4,0.117951851,0.271714325,0.15,0
8.4,0.117951851,0.271714325,0.15,0
15.6,0.811726532,0.219889023,0.2399999,1
4.0,0.905049286,0.211970062,0.2399999,0
5.2,0.905049286,0.211970062,0.2399999,1
4.0,0.84810257,0.208902542,0.24,0
5.2,0.84810257,0.208902542,0.24,1
8.0,0.974933853,0.539741821,0.2399999,0
4.0,0.832287064,0.23089151,0.2399999,0
5.2,0.832287064,0.23089151,0.2399999,1
10.4,0.099861116,0.290822571,0.15,0
8.4,0.099861116,0.290822571,0.15,0
8.0,0.952599716,0.568636963,0.24,0
4.0,0.724385223,0.232911926,0.2329489,0
4.0,0.728738708,0.226769531,0.2322953,0
10.4,0.596147041,0.324908691,0.15,0
8.4,0.596147041,0.324908691,0.15,0
10.4,0.153101683,0.299405762,0.15,0
8.4,0.153101683,0.299405762,0.15,0
14.0,0.738543777,0.421694763,0.2399998,1
14.0,0.634485626,0.438265259,0.2400001,1
14.0,0.844808273,0.432657318,0.2399999,1
14.0,0.468088417,0.357274994,0.24,0
14.0,0.847910385,0.501341217,0.2399999,1
28.0,0.847910385,0.501341217,0.2399999,1
4.0,0.768355026,0.286843506,0.24,0
4.0,0.804280243,0.239203293,0.2232067,0
6.8,0.315097408,0.150645325,0.15,0
6.8,0.344385262,0.16657988,0.1500001,0
4.0,0.692219238,0.222255371,0.1984019,0
4.0,0.750510483,0.273611969,0.1783348,0
4.0,0.740303879,0.329353516,0.1826364,0
10.4,0.413083496,0.410190064,0.15,1
8.4,0.413083496,0.410190064,0.15,0
4.0,0.808904114,0.334524323,0.24,0
4.0,0.821456299,0.363702301,0.24,0
8.0,0.822115479,0.265203278,0.24,1
8.0,0.823310394,0.167979385,0.2399999,1
8.0,0.902476578,0.160433762,0.24,1
10.4,0.789765778,0.361825226,0.15,1
8.4,0.789765778,0.361825226,0.15,0
1.6,0.572117462,0.189780151,0.2400008,0
8.0,0.859382095,0.252228043,0.2399999,1
33.2,0.352275162,0.096231545,0.2399998,1
8.4,0.352275162,0.096231545,0.2399998,0
22.4,0.352275162,0.096231545,0.2399998,1
33.6,0.352275162,0.096231545,0.2399998,1
9.6,0.370744514,0.102498627,0.2399998,1
3.6,0.370744514,0.102498627,0.2399998,0
33.2,0.370744514,0.102498627,0.2399998,1
33.2,0.335520439,0.093509712,0.2399998,1
22.4,0.335520439,0.093509712,0.2399998,1
33.6,0.335520439,0.093509712,0.2399998,1
33.2,0.632237396,0.216261643,0.2399999,1
8.4,0.632237396,0.216261643,0.2399999,0
22.4,0.632237396,0.216261643,0.2399999,1
33.6,0.632237396,0.216261643,0.2399999,1
1.6,0.425555,0.174703735,0.2399998,0
1.6,0.558704224,0.22846582,0.239926,0
33.2,0.25657177,0.039174877,0.24,1
8.4,0.25657177,0.039174877,0.24,0
6.8,0.489526443,0.159250214,0.15,0
19.6,0.281862926,0.127262253,0.24,1
7.2,0.281862926,0.127262253,0.24,0
8.0,0.726280518,0.375310669,0.2399999,1
7.2,0.47596981,0.161355026,0.24,0
1.6,0.538948631,0.115034927,0.2400001,0
19.6,0.538948631,0.115034927,0.2400001,1
7.2,0.538948631,0.115034927,0.2400001,0
18.8,0.538948631,0.115034927,0.2400001,1
26.8,0.538948631,0.115034927,0.2400001,1
19.6,0.546888618,0.11066629,0.2400001,1
7.2,0.546888618,0.11066629,0.2400001,0
14.4,0.660682526,0.142012634,0.2399999,0
10.0,0.660682526,0.142012634,0.2399999,0
10.4,0.660682526,0.142012634,0.2399999,0
6.0,0.660682526,0.142012634,0.2399999,1
1.6,0.645062103,0.207448944,0.24,0
8.8,0.51814827,0.149302872,0.2360827,0
6.0,0.572046547,0.147038269,0.2399446,1
14.8,0.390788155,0.105094971,0.24,0
8.8,0.390788155,0.105094971,0.24,1
8.8,0.63143631,0.169881592,0.24,0
8.4,0.633507614,0.186301941,0.2399999,0
10.4,0.633507614,0.186301941,0.2399999,0
14.4,0.633507614,0.186301941,0.2399999,1
8.4,0.648694687,0.226767899,0.2399996,0
10.4,0.648694687,0.226767899,0.2399996,0
14.4,0.648694687,0.226767899,0.2399996,1
12.4,0.704977112,0.131387909,0.24,1
8.4,0.655568771,0.236214966,0.2399998,0
10.4,0.655568771,0.236214966,0.2399998,0
14.8,0.655568771,0.236214966,0.2399998,0
48.4,0.655568771,0.236214966,0.2399998,1
11.18,0.655568771,0.236214966,0.2399998,1
8.4,0.62942173,0.201402863,0.2399999,0
10.4,0.62942173,0.201402863,0.2399999,0
14.4,0.62942173,0.201402863,0.2399999,1
8.8,0.216115799,0.115958061,0.24,0
10.0,0.404108124,0.143637192,0.2388167,0
10.4,0.404108124,0.143637192,0.2388167,0
23.2,0.766222458,0.298623077,0.2399999,1
32.8,0.766222458,0.298623077,0.2399999,1
30.8,0.766222458,0.298623077,0.2399999,1
8.4,0.766222458,0.298623077,0.2399999,0
17.2,0.766222458,0.298623077,0.2399999,0
42.0,0.766222458,0.298623077,0.2399999,1
8.4,0.558055344,0.184505798,0.2372994,0
10.4,0.558055344,0.184505798,0.2372994,0
14.8,0.558055344,0.184505798,0.2372994,0
14.4,0.558055344,0.184505798,0.2372994,1
23.2,0.748188782,0.245606003,0.24,1
32.8,0.748188782,0.245606003,0.24,1
30.8,0.748188782,0.245606003,0.24,1
8.4,0.748188782,0.245606003,0.24,0
17.2,0.748188782,0.245606003,0.24,0
42.0,0.748188782,0.245606003,0.24,1
23.2,0.740537491,0.213864716,0.24,1
32.8,0.740537491,0.213864716,0.24,0
30.8,0.740537491,0.213864716,0.24,1
8.4,0.740537491,0.213864716,0.24,0
17.2,0.740537491,0.213864716,0.24,0
8.4,0.685818558,0.199748978,0.2398475,0
10.4,0.685818558,0.199748978,0.2398475,0
14.8,0.685818558,0.199748978,0.2398475,0
11.18,0.685818558,0.199748978,0.2398475,1
1.6,0.457647934,0.173606293,0.2364075,0
18.8,0.457647934,0.173606293,0.2364075,0
26.8,0.457647934,0.173606293,0.2364075,1
12.4,0.075726719,0.012215972,0.2390334,0
19.6,0.471634178,0.157263031,0.24,1
7.2,0.471634178,0.157263031,0.24,0
23.2,0.416643143,0.090863106,0.24,1
32.8,0.416643143,0.090863106,0.24,0
8.4,0.416643143,0.090863106,0.24,0
17.2,0.416643143,0.090863106,0.24,0
11.18,0.416643143,0.090863106,0.24,1
23.2,0.438194084,0.055951202,0.24,1
32.8,0.438194084,0.055951202,0.24,0
15.24,0.613444405,0.131871704,0.24,0
32.8,0.41772419,0.111157227,0.24,0
11.18,0.37023365,0.097387444,0.2396449,1
6.6,0.37023365,0.097387444,0.2396449,0
14.73,0.37023365,0.097387444,0.2396449,0
15.24,0.37023365,0.097387444,0.2396449,0
23.2,0.37023365,0.097387444,0.2396449,0
32.8,0.37023365,0.097387444,0.2396449,0
11.18,0.522125931,0.106284096,0.2399999,1
6.6,0.522125931,0.106284096,0.2399999,0
14.73,0.522125931,0.106284096,0.2399999,0
39.62,0.522125931,0.106284096,0.2399999,1
32.8,0.522125931,0.106284096,0.2399999,1
11.18,0.193745136,0.072650101,0.2358664,1
6.6,0.193745136,0.072650101,0.2358664,0
14.73,0.193745136,0.072650101,0.2358664,0
12.4,0.193745136,0.072650101,0.2358664,0
11.18,0.490713959,0.122474808,0.2399903,1
32.8,0.490713959,0.122474808,0.2399903,0
11.18,0.603600197,0.109997849,0.24,1
6.6,0.603600197,0.109997849,0.24,0
14.73,0.603600197,0.109997849,0.24,0
32.8,0.603600197,0.109997849,0.24,0
8.4,0.47903595,0.122283112,0.2399999,0
10.4,0.47903595,0.122283112,0.2399999,0
14.4,0.47903595,0.122283112,0.2399999,1
48.4,0.515067444,0.132121368,0.2399999,1
8.8,0.515067444,0.132121368,0.2399999,1
11.18,0.636924591,0.18217067,0.2399997,1
6.6,0.636924591,0.18217067,0.2399997,0
14.73,0.636924591,0.18217067,0.2399997,0
23.2,0.636924591,0.18217067,0.2399997,0
32.8,0.636924591,0.18217067,0.2399997,0
6.8,0.644126205,0.275829834,0.1500002,0
4.0,0.644126205,0.275829834,0.1500002,0
5.2,0.644126205,0.275829834,0.1500002,0
4.8,0.644126205,0.275829834,0.1500002,0
32.8,0.450524216,0.095807259,0.2389937,0
6.8,0.402350769,0.171303955,0.15,0
6.8,0.646401291,0.120731918,0.15,0
6.8,0.63952858,0.104774437,0.15,0
6.8,0.726213989,0.296566101,0.1499999,0
6.8,0.599107971,0.190648956,0.15,0
6.8,0.75745079,0.470333099,0.15,0
4.0,0.75745079,0.470333099,0.15,0
5.2,0.75745079,0.470333099,0.15,0
4.8,0.75745079,0.470333099,0.15,0
6.8,0.725570755,0.419898163,0.15,0
6.8,0.792050705,0.493511963,0.15,0
6.8,0.424465599,0.105224617,0.15,0
6.8,0.298050957,0.220112808,0.15,0
6.8,0.276847897,0.231102676,0.15,0
6.8,0.555379257,0.324329681,0.15,0
6.8,0.169122314,0.163871506,0.15,0
4.0,0.169122314,0.163871506,0.15,0
5.2,0.169122314,0.163871506,0.15,0
4.8,0.169122314,0.163871506,0.15,0
6.8,0.295188389,0.195758331,0.15,0
6.8,0.003403972,0.216580521,0.15,0
6.8,0.331675262,0.426014496,0.15,0
6.8,0.614441833,0.227186768,0.15,0
4.0,0.614441833,0.227186768,0.15,0
5.2,0.614441833,0.227186768,0.15,0
4.8,0.614441833,0.227186768,0.15,0
6.8,0.439496574,0.225073257,0.15,0
4.0,0.439496574,0.225073257,0.15,0
5.2,0.439496574,0.225073257,0.15,0
4.8,0.439496574,0.225073257,0.15,0
6.8,0.288839722,0.400524353,0.1499999,0
6.8,0.681014404,0.29901236,0.1499998,0
6.8,0.596009941,0.210018372,0.1499999,0
4.0,0.596009941,0.210018372,0.1499999,0
5.2,0.596009941,0.210018372,0.1499999,0
4.8,0.596009941,0.210018372,0.1499999,0
6.8,0.589116325,0.276275238,0.15,0
6.8,0.635005531,0.28425708,0.15,0
6.8,0.368180084,0.141733795,0.15,0
6.8,0.819086838,0.273687805,0.15,0
6.8,0.558172607,0.287283081,0.15,0
6.8,0.527342796,0.324896881,0.15,0
6.8,0.51026104,0.331990051,0.15,0
9.2,0.412345238,0.18748613,0.1500001,0
20.8,0.412345238,0.18748613,0.1500001,0
8.8,0.412345238,0.18748613,0.1500001,0
15.2,0.412345238,0.18748613,0.1500001,0
9.2,0.554821053,0.226179016,0.1499999,0
20.8,0.554821053,0.226179016,0.1499999,0
8.8,0.554821053,0.226179016,0.1499999,0
15.2,0.554821053,0.226179016,0.1499999,0
9.2,0.597076378,0.157711227,0.1500001,0
9.2,0.627777939,0.261377991,0.1500003,0
9.2,0.446573982,0.184701111,0.15,0
9.2,0.387767296,0.170796219,0.15,0
9.2,0.69602623,0.209292694,0.15,0
9.2,0.667096329,0.213296982,0.15,0
9.2,0.550168037,0.209617722,0.1499999,0
9.2,0.561335793,0.188634186,0.15,0
9.2,0.352134933,0.159261765,0.15,0
9.2,0.514274521,0.188996704,0.15,0
9.2,0.640729828,0.239280151,0.1500001,0
9.2,0.466220551,0.299960815,0.15,0
9.2,0.158715954,0.148699844,0.15,0
9.2,0.221110783,0.170136536,0.15,0
9.2,0.726639709,0.285316315,0.15,0
9.2,0.749677277,0.287606934,0.15,0
9.2,0.648762054,0.276566711,0.15,0
9.2,0.529847527,0.193677902,0.1500001,0
9.2,0.523588982,0.291240021,0.1499999,0
9.2,0.479913483,0.292765137,0.15,0
9.2,0.843014374,0.364946564,0.15,0
9.2,0.160340271,0.18389212,0.15,0
9.2,0.807145615,0.335026245,0.15,0
9.2,0.114269991,0.176704224,0.15,0
9.2,0.582325401,0.241397583,0.15,0
14.22,0.105156822,0.393863617,0.123316,0
9.65,0.105156822,0.393863617,0.123316,0
12.19,0.105156822,0.393863617,0.123316,0
14.22,0.184509296,0.456578369,0.1270615,0
9.65,0.184509296,0.456578369,0.1270615,0
12.19,0.184509296,0.456578369,0.1270615,0
14.22,0.050710645,0.336265747,0.3105036,0
10.16,0.050710645,0.336265747,0.3105036,0
10.16,0.050710645,0.336265747,0.3105036,0
14.22,0.040822511,0.353095123,0.3046425,0
10.16,0.040822511,0.353095123,0.3046425,0
10.16,0.040822511,0.353095123,0.3046425,0
16.26,0.05222188,0.380428101,0.3021753,0
12.19,0.05222188,0.380428101,0.3021753,0
8.64,0.05222188,0.380428101,0.3021753,0
16.26,0.090382442,0.403231415,0.3199998,0
12.19,0.090382442,0.403231415,0.3199998,0
8.64,0.090382442,0.403231415,0.3199998,0
16.26,0.051122427,0.396272339,0.282943,0
12.19,0.051122427,0.396272339,0.282943,0
8.64,0.051122427,0.396272339,0.282943,0
16.26,0.065171666,0.386855469,0.3074866,0
12.19,0.065171666,0.386855469,0.3074866,0
8.64,0.065171666,0.386855469,0.3074866,0
16.26,0.032380736,0.275996033,0.3199113,0
12.19,0.032380736,0.275996033,0.3199113,0
8.64,0.032380736,0.275996033,0.3199113,0
16.26,0.0,0.10126239,0.3199999,0
12.19,0.0,0.10126239,0.3199999,0
8.64,0.0,0.10126239,0.3199999,0
16.26,0.116686249,0.403800598,0.2468191,0
12.19,0.116686249,0.403800598,0.2468191,0
8.64,0.116686249,0.403800598,0.2468191,0
10.16,0.288182125,0.237680267,0.1800001,0
12.192,0.288182125,0.237680267,0.1800001,0
8.128,0.404657402,0.333742554,0.1850097,0
37.592,0.404657402,0.333742554,0.1850097,0
8.128,0.596788597,0.38637677,0.2116853,0
37.592,0.596788597,0.38637677,0.2116853,0
8.128,0.504646683,0.341891235,0.2299999,0
37.592,0.504646683,0.341891235,0.2299999,0
8.128,0.56848568,0.29606781,0.23,0
37.592,0.56848568,0.29606781,0.23,0
14.224,0.33459465,0.327787537,0.2162503,0
15.748,0.33459465,0.327787537,0.2162503,0
8.128,0.603422432,0.391461365,0.2299998,0
37.592,0.603422432,0.391461365,0.2299998,0
8.128,0.424580498,0.395180786,0.241033,0
37.592,0.424580498,0.395180786,0.241033,0
8.128,0.036643288,0.181624954,0.2331243,0
37.592,0.036643288,0.181624954,0.2331243,0
6.096,0.508290367,0.381476837,0.2299998,1
68.072,0.508290367,0.381476837,0.2299998,1
6.096,0.470206871,0.415345825,0.2394766,1
68.072,0.470206871,0.415345825,0.2394766,1
12.0,0.0,0.062470425,0.13,0
12.0,0.007682616,0.122066635,0.2359705,0
1.2,0.168131809,0.325220581,0.2359026,0
1.2,0.042655101,0.203320053,0.1923085,0
1.2,0.003714625,0.193488174,0.1733506,0
1.2,0.0,0.067476097,0.1775271,0
10.0,0.0,0.031965435,0.2080791,0
10.0,0.040167403,0.277903229,0.1600004,0
5.2,0.0,0.057471664,0.16,0
5.2,0.008485114,0.175521668,0.2099358,0
5.2,0.006416215,0.027890146,0.1600001,0
5.2,0.210214481,0.049589596,0.1600001,0
5.2,0.0,0.097163765,0.1655239,0
5.2,0.0,0.103058014,0.1600001,0
5.2,0.000855444,0.025896687,0.16,0
5.2,0.177788162,0.294973785,0.16,0
5.2,0.017133936,0.122667381,0.2068876,0
4.0,0.086463528,0.291077148,0.2219271,0
5.2,0.086463528,0.291077148,0.2219271,0
10.0,0.0,0.155979248,0.2700001,0
6.8,0.0,0.033341263,0.2585552,0
10.0,0.0,0.033341263,0.2585552,0
6.8,0.017346897,0.233056717,0.2049331,0
10.0,0.017346897,0.233056717,0.2049331,0
13.2,0.087870817,0.267195038,0.183413,1
4.0,0.087870817,0.267195038,0.183413,0
5.2,0.087870817,0.267195038,0.183413,0
5.2,0.030902557,0.271868622,0.1903089,0
4.0,0.15690486,0.323949646,0.1600001,0
5.2,0.15690486,0.323949646,0.1600001,0
5.2,0.026686788,0.266807983,0.1631708,0
4.0,0.09479084,0.227062836,0.16,0
5.2,0.09479084,0.227062836,0.16,0
5.2,0.124898672,0.303019836,0.2118068,0
4.0,0.031766026,0.201795563,0.16,0
5.2,0.031766026,0.201795563,0.16,0
10.0,0.002825243,0.192198685,0.2535209,0
4.0,0.112463856,0.275443848,0.1600001,0
5.2,0.112463856,0.275443848,0.1600001,0
6.8,0.00061405,0.039871826,0.2170971,0
10.0,0.00061405,0.039871826,0.2170971,0
4.0,0.042225752,0.147478653,0.1689328,0
5.2,0.042225752,0.147478653,0.1689328,0
5.2,0.003647623,0.216652084,0.1661229,0
4.0,0.002508948,0.173745514,0.1600001,0
5.2,0.002508948,0.173745514,0.1600001,0
54.0,0.066777091,0.373290863,0.0,0
54.0,0.115890293,0.604176697,0.0,0
54.0,0.112606907,0.42820398,0.0,1
54.0,0.009800541,0.187052536,0.0,1
54.0,0.001570775,0.500222961,0.0,0
